phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,source
train,0.25,10,-1,0.9728571428571428,190.7858557842636,56.59722222222222,0,0,21,2,306.2,23.47926199261993,329.6792619926199,-93.0,-400.725,-493.725,55,64,57,51,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,11,-1,0.9701428571428572,94.1481523753239,52.083333333333336,88,11,0,0,263.3,23.47926199261993,286.7792619926199,-2082.0,-385.375,-2467.375,47,74,59,61,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,12,-1,0.9674285714285714,159.61186523482735,85.76388888888889,0,0,0,0,268.7,23.47926199261993,292.1792619926199,453.0,-424.1,28.90000000000001,50,52,56,70,60,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,13,-1,0.9647142857142856,94.02720529919742,51.388888888888886,84,13,0,0,267.6,23.47926199261993,291.07926199261993,-2022.0,-395.5750000000001,-2417.575,56,60,51,70,51,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,14,-1,0.962,188.646059285494,38.88888888888889,0,0,0,0,289.6,23.47926199261993,313.07926199261993,48.0,-394.19999999999993,-346.2,70,54,48,52,64,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,15,-1,0.9592857142857144,92.51043994460088,62.5,71,8,0,0,269.29999999999995,23.47926199261993,292.77926199261987,-1563.0,-398.8,-1961.8,68,44,57,59,60,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,16,-1,0.9565714285714286,138.44053853949418,73.95833333333334,2,1,0,0,276.9,23.47926199261993,300.3792619926199,276.0,-405.025,-129.02499999999998,58,58,53,58,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,17,-1,0.9538571428571428,103.58034424519302,65.97222222222221,66,2,0,0,298.1,23.47926199261993,321.57926199261993,-1362.0,-424.9,-1786.8999999999996,55,58,45,62,68,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,18,-1,0.9511428571428572,94.87335285520808,58.333333333333336,97,8,0,0,244.00000000000003,23.47926199261993,267.47926199262,-2181.0,-375.875,-2556.875,58,61,72,46,51,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,19,-1,0.9484285714285714,120.94833003743958,47.22222222222222,79,4,0,0,294.0,23.47926199261993,317.4792619926199,-1815.0,-375.0,-2190.0,57,62,69,52,48,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,20,-1,0.9457142857142856,124.63582173134834,67.01388888888889,44,3,0,0,294.5,23.47926199261993,317.9792619926199,-825.0,-407.19999999999993,-1232.2,55,64,53,52,64,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,21,-1,0.943,206.4761121890691,39.58333333333333,0,0,23,1,277.1,23.47926199261993,300.57926199261993,-268.0,-401.55,-669.55,54,56,67,53,58,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,22,-1,0.9402857142857144,131.84240318315156,95.83333333333334,0,0,0,0,281.9,23.47926199261993,305.3792619926199,531.0,-382.925,148.075,71,57,51,48,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,23,-1,0.9375714285714286,105.90893566625148,33.68055555555556,113,7,0,0,222.1,23.47926199261993,245.57926199261996,-2820.0,-405.8,-3225.8,50,62,58,62,56,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,24,-1,0.9348571428571428,88.95153580187471,55.208333333333336,74,9,0,0,281.80000000000007,23.47926199261993,305.27926199262,-1752.0,-396.325,-2148.3250000000003,59,59,54,59,57,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,25,-1,0.9321428571428572,93.81055404050625,67.01388888888889,62,8,0,0,253.7,23.47926199261993,277.1792619926199,-1296.0,-375.025,-1671.025,55,72,59,53,49,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,26,-1,0.9294285714285714,129.96514595078855,77.43055555555556,6,4,0,0,311.8,23.47926199261993,335.2792619926199,132.0,-401.65,-269.65,56,58,65,47,62,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,27,-1,0.9267142857142856,90.6141352679183,54.513888888888886,127,2,0,0,244.0,23.47926199261993,267.4792619926199,-2877.0,-351.975,-3228.975,61,68,65,55,39,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,28,-1,0.924,109.93590715345375,88.19444444444444,19,4,0,0,236.3,23.47926199261993,259.7792619926199,-27.0,-373.675,-400.675,59,63,62,57,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,29,-1,0.9212857142857144,149.50812272172638,43.05555555555556,20,5,0,0,260.5,23.47926199261993,283.9792619926199,-480.0,-375.475,-855.4749999999999,72,52,57,52,55,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,30,-1,0.9185714285714286,186.56704889380623,38.88888888888889,0,0,0,0,247.6,23.47926199261993,271.07926199261993,48.0,-383.35,-335.35,62,55,66,51,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,31,-1,0.9158571428571428,106.9825021955043,89.23611111111111,13,2,0,0,296.20000000000005,23.47926199261993,319.67926199262,123.0,-420.25,-297.25,51,58,59,54,66,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,32,-1,0.9131428571428571,271.17992212263573,4.861111111111112,0,0,98,11,221.4,23.47926199261993,244.87926199261997,-1618.0,-372.125,-1990.125,75,48,57,55,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,33,-1,0.9104285714285714,156.35927443931925,66.31944444444444,0,0,0,0,259.6,23.47926199261993,283.07926199261993,285.0,-374.95,-89.94999999999999,63,68,53,50,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,34,-1,0.9077142857142856,89.169645715831,41.66666666666667,117,10,0,0,306.20000000000005,23.47926199261993,329.67926199262,-2859.0,-374.925,-3233.925,68,55,60,52,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,35,-1,0.905,58.02585097410398,9.722222222222223,228,9,0,0,289.4,23.47926199261993,312.8792619926199,-5772.0,-409.925,-6181.924999999999,51,65,53,58,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,36,-1,0.9022857142857142,109.4385999997082,40.27777777777778,81,12,0,0,259.2,23.47926199261993,282.6792619926199,-2010.0,-395.15,-2405.15,49,71,57,57,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,37,-1,0.8995714285714286,181.1101472109165,51.04166666666666,0,0,0,0,302.2,23.47926199261993,325.6792619926199,153.0,-383.2,-230.2,65,60,53,54,56,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,38,-1,0.8968571428571429,144.73311690341575,95.13888888888889,0,0,0,0,264.40000000000003,23.47926199261993,287.87926199261994,534.0,-362.375,171.625,72,60,48,61,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,39,-1,0.8941428571428571,185.47149590470747,37.5,0,0,0,0,234.3,23.47926199261993,257.7792619926199,36.0,-335.575,-299.575,84,61,45,55,43,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,40,-1,0.8914285714285715,96.90600785276985,38.88888888888889,101,14,0,0,288.7,23.47926199261993,312.1792619926199,-2535.0,-347.4,-2882.4,68,74,51,51,44,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,41,-1,0.8887142857142857,150.7847298495355,78.81944444444444,1,1,0,0,265.1,23.47926199261993,288.57926199261993,345.0,-329.29999999999995,15.700000000000005,93,46,57,48,44,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,42,-1,0.886,84.40390752141177,50.0,76,16,0,0,301.3,23.47926199261993,324.7792619926199,-1884.0,-357.575,-2241.575,68,61,64,48,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,43,-1,0.8832857142857142,96.19142500288552,66.66666666666666,71,4,0,0,267.2,23.47926199261993,290.6792619926199,-1491.0,-393.225,-1884.225,58,55,68,50,57,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,44,-1,0.8805714285714286,85.35184217028498,50.0,115,7,0,0,264.5,23.47926199261993,287.9792619926199,-2703.0,-376.1,-3079.1,58,56,68,62,44,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,45,-1,0.8778571428571429,108.81100908816688,72.22222222222221,52,5,0,0,302.1,23.47926199261993,325.57926199261993,-996.0,-360.04999999999995,-1356.05,68,69,52,49,50,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,46,-1,0.8751428571428571,230.29349779505992,7.291666666666667,0,0,24,2,279.1,23.47926199261993,302.57926199261993,-561.0,-363.825,-924.825,73,61,59,38,57,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,47,-1,0.8724285714285714,81.38287797902191,53.47222222222222,82,11,0,0,256.1,23.47926199261993,279.57926199261993,-1950.0,-372.475,-2322.475,60,63,68,46,51,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,48,-1,0.8697142857142857,139.81132344225364,80.55555555555556,9,1,0,0,277.4,23.47926199261993,300.8792619926199,174.0,-397.15,-223.14999999999995,61,48,61,64,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,49,-1,0.867,99.3798759257266,63.888888888888886,86,5,0,0,257.4,23.47926199261993,280.8792619926199,-1854.0,-384.95,-2238.9500000000003,57,68,62,43,58,dqn_penalty_sweep_coeff_0_25_seed42.csv
eval,0.25,49,0,0.0,103.82019672386838,74.65277777777779,25,5,0,0,241.9,23.47926199261993,265.37926199261994,-375.0,-312.275,-687.2749999999999,34,117,97,9,31,dqn_penalty_sweep_coeff_0_25_seed42.csv
eval,0.25,49,1,0.0,121.52828532932118,70.13888888888889,43,3,0,0,336.2,23.47926199261993,359.6792619926199,-795.0,-328.275,-1123.275,32,143,63,3,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
eval,0.25,49,2,0.0,86.78408883233186,29.51388888888889,132,14,0,0,216.9,23.47926199261993,240.37926199261992,-3351.0,-277.04999999999995,-3628.05,35,135,91,9,18,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,50,-1,0.8642857142857143,163.7759822456641,51.388888888888886,12,1,0,0,265.4,23.47926199261993,288.8792619926199,-150.0,-400.825,-550.825,58,58,59,52,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,51,-1,0.8615714285714285,93.35852925966134,62.5,64,5,0,0,298.40000000000003,23.47926199261993,321.87926199261994,-1398.0,-389.25,-1787.25,64,51,59,60,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,52,-1,0.8588571428571429,151.11372737343032,89.58333333333334,0,0,0,0,281.5,23.47926199261993,304.9792619926199,486.0,-357.675,128.32500000000002,64,62,66,53,43,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,53,-1,0.8561428571428571,196.61554787249872,36.45833333333333,0,0,0,0,279.6,23.47926199261993,303.07926199261993,27.0,-371.725,-344.725,74,54,50,57,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,54,-1,0.8534285714285714,100.32870983888024,52.43055555555556,90,8,0,0,298.6,23.47926199261993,322.07926199261993,-2097.0,-387.0,-2484.0,64,52,64,52,56,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,55,-1,0.8507142857142858,160.2052247747833,46.52777777777778,8,3,0,0,308.2,23.47926199261993,331.6792619926199,-108.0,-361.85,-469.85,78,47,60,53,50,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,56,-1,0.848,105.48649872261814,76.38888888888889,21,5,0,0,283.90000000000003,23.47926199261993,307.37926199261994,-273.0,-403.425,-676.425,63,45,64,55,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,57,-1,0.8452857142857143,171.38864505490625,57.29166666666666,0,0,0,0,280.0,23.47926199261993,303.4792619926199,207.0,-401.32499999999993,-194.325,61,54,57,55,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,58,-1,0.8425714285714285,96.06996687716448,54.86111111111112,118,3,0,0,288.6,23.47926199261993,312.07926199261993,-2682.0,-366.8,-3048.8,69,65,57,41,56,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,59,-1,0.8398571428571429,135.22394740874088,65.97222222222221,32,2,0,0,264.5,23.47926199261993,287.9792619926199,-531.0,-377.325,-908.325,64,57,64,50,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,60,-1,0.8371428571428572,70.63364584169472,33.33333333333333,154,8,0,0,234.7,23.47926199261993,258.1792619926199,-3810.0,-354.29999999999995,-4164.299999999999,68,63,67,42,48,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,61,-1,0.8344285714285714,147.70727883448296,82.98611111111111,2,1,0,0,257.6,23.47926199261993,281.07926199261993,372.0,-357.92499999999995,14.075000000000015,70,59,58,56,45,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,62,-1,0.8317142857142857,200.76081022880837,29.166666666666668,0,0,0,0,258.30000000000007,23.47926199261993,281.77926199262,-36.0,-351.475,-387.475,76,61,51,53,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,63,-1,0.829,263.1756415736693,4.166666666666666,0,0,84,8,335.4,23.47926199261993,358.8792619926199,-1428.0,-416.425,-1844.425,63,54,51,47,73,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,64,-1,0.8262857142857143,138.2554840335027,86.11111111111111,14,2,0,0,284.1,23.47926199261993,307.57926199261993,111.0,-348.25,-237.25,67,81,44,50,46,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,65,-1,0.8235714285714286,125.00260932357531,51.04166666666666,37,13,0,0,283.4,23.47926199261993,306.8792619926199,-885.0,-392.225,-1277.225,63,52,54,66,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,66,-1,0.8208571428571428,179.1270445737252,55.55555555555556,0,0,0,0,225.0,23.47926199261993,248.47926199261997,192.0,-363.875,-171.875,82,61,45,37,63,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,67,-1,0.8181428571428572,192.3226479169136,53.125,0,0,10,3,274.4,23.47926199261993,297.8792619926199,31.0,-377.525,-346.52500000000003,74,55,54,44,61,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,68,-1,0.8154285714285714,173.03833598576944,42.70833333333333,1,1,0,0,229.8,23.47926199261993,253.27926199261995,21.0,-352.375,-331.375,77,61,47,56,47,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,69,-1,0.8127142857142857,72.06968868992499,31.25,157,6,0,0,249.6,23.47926199261993,273.07926199261993,-3909.0,-352.4,-4261.4,67,72,57,44,48,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,70,-1,0.81,187.56344930840595,54.86111111111112,0,0,0,0,263.6,23.47926199261993,287.07926199261993,186.0,-364.1,-178.09999999999994,72,59,49,60,48,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,71,-1,0.8072857142857143,268.5581005295428,3.8194444444444446,0,0,84,6,247.2,23.47926199261993,270.6792619926199,-1431.0,-341.35,-1772.35,79,59,59,45,46,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,72,-1,0.8045714285714286,189.95213748968388,39.58333333333333,0,0,0,0,301.20000000000005,23.47926199261993,324.67926199262,54.0,-363.625,-309.625,73,60,54,48,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,73,-1,0.8018571428571428,140.89527269617878,73.95833333333334,7,4,0,0,317.5,23.47926199261993,340.9792619926199,99.0,-359.85,-260.85,69,74,48,43,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,74,-1,0.7991428571428572,128.2975936378697,73.95833333333334,23,5,0,0,252.8,23.47926199261993,276.2792619926199,-282.0,-368.5,-650.5,62,63,70,41,52,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,75,-1,0.7964285714285715,223.2789671790817,16.319444444444446,0,0,1,1,297.6,23.47926199261993,321.0792619926199,-161.0,-366.825,-527.825,73,55,58,49,53,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,76,-1,0.7937142857142857,107.31465977880138,65.27777777777779,66,5,0,0,291.4,23.47926199261993,314.8792619926199,-1407.0,-370.4,-1777.4,67,57,57,59,48,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,77,-1,0.791,93.83801692306264,58.68055555555556,72,12,0,0,279.90000000000003,23.47926199261993,303.37926199261994,-1650.0,-400.9,-2050.9,50,69,60,49,60,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,78,-1,0.7882857142857143,144.3556985979867,87.15277777777779,0,0,0,0,255.4,23.47926199261993,278.87926199261994,459.0,-319.95000000000005,139.04999999999998,85,65,49,51,38,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,79,-1,0.7855714285714286,127.23180223854712,82.63888888888889,0,0,0,0,234.1,23.47926199261993,257.57926199261993,348.0,-343.07499999999993,4.924999999999997,69,61,68,51,39,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,80,-1,0.7828571428571429,139.28759639160114,84.72222222222221,0,0,0,0,285.5,23.47926199261993,308.9792619926199,426.0,-336.325,89.675,84,63,44,52,45,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,81,-1,0.7801428571428571,67.62183332761518,26.041666666666668,196,7,0,0,251.4,23.47926199261993,274.8792619926199,-4818.0,-377.05,-5195.049999999999,73,58,54,41,62,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,82,-1,0.7774285714285715,217.08749724515576,26.38888888888889,0,0,12,5,257.0,23.47926199261993,280.4792619926199,-228.0,-331.54999999999995,-559.55,84,54,54,58,38,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,83,-1,0.7747142857142857,162.8103153433418,74.65277777777779,0,0,0,0,266.1,23.47926199261993,289.5792619926199,357.0,-365.225,-8.225000000000001,75,59,41,64,49,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,84,-1,0.772,118.12913831620818,76.04166666666666,44,3,0,0,251.0,23.47926199261993,274.4792619926199,-735.0,-341.225,-1076.225,72,68,54,53,41,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,85,-1,0.7692857142857144,156.9614698385061,72.56944444444444,0,0,0,0,249.0,23.47926199261993,272.4792619926199,327.0,-383.8,-56.8,69,52,55,56,56,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,86,-1,0.7665714285714286,242.1772372703784,24.65277777777778,0,0,55,2,273.0,23.47926199261993,296.4792619926199,-845.0,-392.075,-1237.075,57,66,57,49,59,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,87,-1,0.7638571428571428,109.47888185572634,57.638888888888886,92,6,0,0,226.7,23.47926199261993,250.17926199261996,-2049.0,-377.65,-2426.6500000000005,54,66,70,48,50,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,88,-1,0.7611428571428571,132.5355004665242,59.72222222222222,45,2,0,0,244.8,23.47926199261993,268.2792619926199,-900.0,-361.15,-1261.15,68,64,52,58,46,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,89,-1,0.7584285714285715,203.38239452479357,34.375,0,0,0,0,249.20000000000005,23.47926199261993,272.67926199262,9.0,-366.625,-357.625,78,49,48,64,49,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,90,-1,0.7557142857142858,120.18392399840783,95.83333333333334,0,0,0,0,254.4,23.47926199261993,277.87926199261994,519.0,-352.2,166.8,84,47,54,55,48,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,91,-1,0.753,155.89269694525012,53.125,11,1,0,0,299.20000000000005,23.47926199261993,322.67926199262,-108.0,-351.5,-459.5,84,61,38,53,52,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,92,-1,0.7502857142857143,86.03016323588483,43.05555555555556,123,6,0,0,287.5,23.47926199261993,310.9792619926199,-2967.0,-374.1,-3341.0999999999995,68,64,51,49,56,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,93,-1,0.7475714285714286,158.57012997651017,68.05555555555556,0,0,0,0,255.6,23.47926199261993,279.07926199261993,300.0,-376.65,-76.65,72,50,50,66,50,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,94,-1,0.7448571428571429,147.89711992819173,50.34722222222222,46,3,0,0,284.7,23.47926199261993,308.1792619926199,-969.0,-348.725,-1317.725,75,57,61,50,45,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,95,-1,0.7421428571428572,83.75202443844698,46.18055555555556,145,3,0,0,297.20000000000005,23.47926199261993,320.67926199262,-3399.0,-403.575,-3802.575,62,59,46,58,63,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,96,-1,0.7394285714285714,138.7289043412994,59.375,34,2,0,0,271.1,23.47926199261993,294.57926199261993,-624.0,-331.3,-955.3,87,55,48,58,40,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,97,-1,0.7367142857142857,215.0713705284889,25.34722222222222,0,0,31,3,257.5,23.47926199261993,280.9792619926199,-503.0,-372.15,-875.1500000000001,64,67,49,58,50,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,98,-1,0.734,155.14300599305105,79.16666666666666,0,0,0,0,263.8,23.47926199261993,287.2792619926199,396.0,-352.325,43.67499999999998,76,60,55,48,49,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,99,-1,0.7312857142857143,125.40547245485116,76.04166666666666,39,3,0,0,271.9,23.47926199261993,295.3792619926199,-645.0,-349.45,-994.45,81,66,44,43,54,dqn_penalty_sweep_coeff_0_25_seed42.csv
eval,0.25,99,0,0.0,69.37408391295733,32.29166666666667,180,4,0,0,207.8,23.47926199261993,231.27926199261995,-4374.0,-335.8499999999999,-4709.849999999999,50,92,82,22,42,dqn_penalty_sweep_coeff_0_25_seed42.csv
eval,0.25,99,1,0.0,138.3860849227407,55.55555555555556,38,3,0,0,314.0,23.47926199261993,337.4792619926199,-786.0,-330.0,-1116.0,90,42,85,19,52,dqn_penalty_sweep_coeff_0_25_seed42.csv
eval,0.25,99,2,0.0,147.3688427209887,75.69444444444444,0,0,0,0,393.3,23.47926199261993,416.7792619926199,348.0,-295.04999999999995,52.95,123,18,69,36,42,dqn_penalty_sweep_coeff_0_25_seed42.csv
train,0.25,0,-1,1.0,194.14987754397495,29.51388888888889,0,0,0,0,265.2,23.47926199261993,288.6792619926199,-33.0,-413.15,-446.15,51,54,62,63,58,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,1,-1,0.9972857142857144,168.52966805252348,64.93055555555556,0,0,0,0,300.2,23.47926199261993,323.6792619926199,273.0,-386.0,-112.99999999999996,63,62,58,45,60,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,2,-1,0.9945714285714286,86.1920494213297,43.75,127,14,0,0,287.5,23.47926199261993,310.9792619926199,-3063.0,-401.575,-3464.575,53,58,68,50,59,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,3,-1,0.9918571428571428,157.30477882698017,29.51388888888889,42,2,0,0,293.0,23.47926199261993,316.4792619926199,-1071.0,-420.425,-1491.425,44,51,74,62,57,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,4,-1,0.9891428571428572,240.2047992223963,15.27777777777778,0,0,13,3,297.29999999999995,23.47926199261993,320.77926199261987,-338.0,-417.6,-755.6,59,56,48,57,68,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,5,-1,0.9864285714285714,198.71517282037192,32.98611111111111,0,0,0,0,265.7,23.47926199261993,289.1792619926199,-3.0,-373.69999999999993,-376.69999999999993,64,59,64,49,52,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,6,-1,0.9837142857142858,137.2103972549199,56.25,43,5,0,0,263.70000000000005,23.47926199261993,287.17926199262,-894.0,-369.275,-1263.275,55,59,72,63,39,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,7,-1,0.981,82.5296291715722,29.166666666666668,139,12,0,0,266.7,23.47926199261993,290.1792619926199,-3549.0,-383.05,-3932.05,53,66,65,54,50,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,8,-1,0.9782857142857144,162.40901843857148,62.84722222222222,0,0,0,0,276.7,23.47926199261993,300.1792619926199,237.0,-419.275,-182.275,52,60,56,53,67,dqn_penalty_sweep_coeff_0_25_seed43.csv
train,0.25,9,-1,0.9755714285714284,231.5253887756941,37.84722222222222,0,0,79,4,256.0,23.47926199261993,279.4792619926199,-1067.0,-369.925,-1436.9250000000002,53,66,75,49,45,dqn_penalty_sweep_coeff_0_25_seed43.csv
