phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.4,0,-1,1.0,166.7916472191903,69.09722222222221,0,0,0,0,258.59999999999997,23.47926199261993,282.0792619926199,309.0,-622.92,-313.92,55,70,49,61,53
train,0.4,1,-1,0.9972857142857143,88.27400262936648,46.18055555555556,122,10,0,0,280.5,23.47926199261993,303.9792619926199,-2916.0,-659.92,-3575.92,54,58,55,59,62
train,0.4,2,-1,0.9945714285714286,155.9663739915987,31.59722222222222,42,2,0,0,266.59999999999997,23.47926199261993,290.0792619926199,-1053.0,-675.04,-1728.04,51,54,60,59,64
train,0.4,3,-1,0.9918571428571429,250.18900061128534,12.847222222222221,0,0,59,10,249.79999999999998,23.47926199261993,273.2792619926199,-1003.0,-612.08,-1615.08,61,59,63,51,54
train,0.4,4,-1,0.9891428571428571,188.90180476481618,39.23611111111111,0,0,0,0,266.3,23.47926199261993,289.7792619926199,51.0,-664.88,-613.88,40,63,73,54,58
train,0.4,5,-1,0.9864285714285714,136.64982052292447,60.06944444444444,36,3,0,0,277.1,23.47926199261993,300.57926199261993,-690.0,-645.76,-1335.7599999999998,53,55,65,59,56
train,0.4,6,-1,0.9837142857142858,83.75186987017655,35.06944444444444,131,11,0,0,277.2,23.47926199261993,300.6792619926199,-3285.0,-557.76,-3842.7599999999998,67,67,64,46,44
train,0.4,7,-1,0.981,161.67637954968257,60.416666666666664,0,0,0,0,289.1,23.47926199261993,312.57926199261993,210.0,-619.04,-409.04,53,73,51,59,52
train,0.4,8,-1,0.9782857142857143,217.87196689537498,48.26388888888889,0,0,58,1,259.6,23.47926199261993,283.07926199261993,-683.0,-600.6399999999999,-1283.64,60,68,57,51,52
train,0.4,9,-1,0.9755714285714285,94.46619184160484,60.06944444444444,85,8,0,0,243.0,23.47926199261993,266.4792619926199,-1887.0,-600.52,-2487.5200000000004,56,69,54,64,45
train,0.4,10,-1,0.9728571428571429,141.30335829038268,92.36111111111111,0,0,0,0,340.5,23.47926199261993,363.9792619926199,510.0,-668.52,-158.51999999999998,49,68,49,57,65
train,0.4,11,-1,0.9701428571428572,92.70416362742591,47.91666666666667,84,16,0,0,296.5,23.47926199261993,319.9792619926199,-2082.0,-593.48,-2675.48,67,64,60,40,57
train,0.4,12,-1,0.9674285714285714,168.2644620632717,57.638888888888886,0,0,0,0,315.70000000000005,23.47926199261993,339.17926199261996,210.0,-636.04,-426.04,52,58,66,59,53
train,0.4,13,-1,0.9647142857142857,98.33564637568333,69.09722222222221,55,8,0,0,243.2,23.47926199261993,266.6792619926199,-1113.0,-625.2,-1738.2000000000003,61,51,65,57,54
train,0.4,14,-1,0.962,162.3532121506056,71.18055555555556,0,0,0,0,253.1,23.47926199261993,276.57926199261993,324.0,-661.0,-337.0,59,52,49,67,61
train,0.4,15,-1,0.9592857142857143,101.15989981993805,62.15277777777778,70,3,0,0,291.6,23.47926199261993,315.07926199261993,-1515.0,-609.28,-2124.28,65,55,58,58,52
train,0.4,16,-1,0.9565714285714286,91.66086969223554,54.861111111111114,105,6,0,0,330.0,23.47926199261993,353.4792619926199,-2409.0,-623.76,-3032.76,64,54,60,52,58
train,0.4,17,-1,0.9538571428571428,117.67358631394933,39.23611111111111,88,5,0,0,288.5,23.47926199261993,311.9792619926199,-2127.0,-662.48,-2789.48,51,55,59,65,58
train,0.4,18,-1,0.9511428571428572,124.45443488976836,61.458333333333336,52,4,0,0,273.0,23.47926199261993,296.4792619926199,-1086.0,-647.1199999999999,-1733.12,51,63,59,57,58
train,0.4,19,-1,0.9484285714285714,180.13427191129125,35.76388888888889,0,0,16,1,297.9,23.47926199261993,321.3792619926199,-260.0,-622.2,-882.2,63,58,52,60,55
train,0.4,20,-1,0.9457142857142857,133.34552818315157,96.875,0,0,0,0,295.20000000000005,23.47926199261993,318.67926199261996,540.0,-604.3599999999999,-64.36,64,66,48,57,53
train,0.4,21,-1,0.9430000000000001,108.25920166632591,32.98611111111111,112,7,0,0,250.4,23.47926199261993,273.87926199261994,-2799.0,-626.96,-3425.96,60,54,61,59,54
train,0.4,22,-1,0.9402857142857143,89.41231260898978,53.47222222222222,69,13,0,0,248.10000000000002,23.47926199261993,271.57926199261993,-1677.0,-614.76,-2291.76,62,62,58,49,57
train,0.4,23,-1,0.9375714285714286,96.54770919852794,69.44444444444444,56,6,0,0,316.1,23.47926199261993,339.57926199261993,-1128.0,-664.76,-1792.76,61,60,44,52,71
train,0.4,24,-1,0.9348571428571428,144.79952095078863,76.04166666666666,0,0,0,0,281.0,23.47926199261993,304.4792619926199,363.0,-636.04,-273.03999999999996,60,57,60,50,61
train,0.4,25,-1,0.9321428571428572,89.56553353611436,54.166666666666664,129,1,0,0,272.1,23.47926199261993,295.57926199261993,-2925.0,-603.6,-3528.6,62,63,54,59,50
train,0.4,26,-1,0.9294285714285714,109.8902474312316,85.06944444444444,19,4,0,0,243.1,23.47926199261993,266.57926199261993,-81.0,-576.48,-657.48,70,63,53,54,48
train,0.4,27,-1,0.9267142857142857,150.99973464615087,42.70833333333333,20,5,0,0,266.3,23.47926199261993,289.7792619926199,-483.0,-608.56,-1091.56,67,63,50,50,58
train,0.4,28,-1,0.924,175.53059056047275,54.166666666666664,0,0,0,0,250.6,23.47926199261993,274.07926199261993,180.0,-601.92,-421.91999999999996,64,61,50,65,48
train,0.4,29,-1,0.9212857142857143,134.21696570622666,97.56944444444444,1,1,0,0,293.6,23.47926199261993,317.07926199261993,519.0,-606.28,-87.28,68,54,56,57,53
train,0.4,30,-1,0.9185714285714286,274.30162351152444,4.861111111111112,0,0,121,11,280.4,23.47926199261993,303.8792619926199,-1940.0,-601.6800000000001,-2541.68,78,48,59,41,62
train,0.4,31,-1,0.9158571428571429,146.92923971709695,67.70833333333334,0,0,0,0,286.79999999999995,23.47926199261993,310.27926199261987,237.0,-627.0,-390.0,63,59,53,54,59
train,0.4,32,-1,0.9131428571428571,85.89455391879983,39.23611111111111,123,7,0,0,281.6,23.47926199261993,305.07926199261993,-3036.0,-608.88,-3644.88,58,66,55,59,50
train,0.4,33,-1,0.9104285714285714,58.36772700386372,12.152777777777777,224,8,0,0,261.3,23.47926199261993,284.7792619926199,-5646.0,-614.8,-6260.8,52,80,49,53,54
train,0.4,34,-1,0.9077142857142857,113.85035633075933,48.26388888888889,61,11,0,0,265.7,23.47926199261993,289.1792619926199,-1452.0,-673.0,-2125.0,54,56,59,50,69
train,0.4,35,-1,0.905,193.74070276647217,36.45833333333333,0,0,0,0,239.29999999999998,23.47926199261993,262.7792619926199,27.0,-567.2,-540.2,70,55,68,51,44
train,0.4,36,-1,0.9022857142857142,165.44544329230482,72.56944444444444,0,0,0,0,283.2,23.47926199261993,306.6792619926199,339.0,-534.3199999999999,-195.32,89,61,39,53,46
train,0.4,37,-1,0.8995714285714286,199.25326673804108,25.34722222222222,0,0,0,0,269.40000000000003,23.47926199261993,292.87926199261994,-69.0,-597.2,-666.2,61,65,59,53,50
train,0.4,38,-1,0.8968571428571429,94.71855159821251,37.84722222222222,106,16,0,0,256.4,23.47926199261993,279.8792619926199,-2667.0,-639.1999999999999,-3306.2,54,65,51,62,56
train,0.4,39,-1,0.8941428571428571,156.58505048266872,75.69444444444444,0,0,0,0,264.6,23.47926199261993,288.07926199261993,363.0,-598.72,-235.72,71,51,58,56,52
train,0.4,40,-1,0.8914285714285715,82.93728098028953,47.91666666666667,92,12,0,0,271.1,23.47926199261993,294.57926199261993,-2256.0,-617.6,-2873.6000000000004,63,69,46,50,60
train,0.4,41,-1,0.8887142857142857,93.23925161651204,61.458333333333336,75,6,0,0,273.79999999999995,23.47926199261993,297.27926199261987,-1665.0,-620.48,-2285.48,60,60,60,52,56
train,0.4,42,-1,0.886,87.73735670186134,50.69444444444444,113,5,0,0,293.6,23.47926199261993,317.07926199261993,-2649.0,-643.72,-3292.7200000000003,58,55,62,52,61
train,0.4,43,-1,0.8832857142857142,104.04492483484182,67.01388888888889,58,10,0,0,288.7,23.47926199261993,312.1792619926199,-1212.0,-623.8,-1835.8000000000004,52,67,58,60,51
train,0.4,44,-1,0.8805714285714286,260.07995612839323,0.0,0,0,56,5,283.79999999999995,23.47926199261993,307.27926199261987,-1072.0,-580.72,-1652.72,70,57,56,59,46
