phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,source
train,0.1,22,-1,0.9402857142857144,108.06915002748678,85.41666666666666,17,3,0,0,332.1,23.47926199261993,355.57926199261993,-30.0,-172.1,-202.1,51,52,55,64,66,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,23,-1,0.9375714285714286,105.35123977638594,36.11111111111111,116,7,0,0,251.9,23.47926199261993,275.3792619926199,-2871.0,-148.85000000000002,-3019.85,61,76,47,51,53,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,24,-1,0.9348571428571428,92.2324274854359,61.458333333333336,69,6,0,0,257.6,23.47926199261993,281.0792619926199,-1539.0,-151.82999999999998,-1690.8300000000002,60,60,56,65,47,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,25,-1,0.9321428571428572,92.73742433320687,64.93055555555556,70,7,0,0,231.8,23.47926199261993,255.27926199261995,-1500.0,-153.54000000000002,-1653.54,63,60,54,57,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,26,-1,0.9294285714285714,130.2427501174552,90.625,0,0,0,0,283.1,23.47926199261993,306.57926199261993,471.0,-156.82,314.18,57,65,57,51,58,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,27,-1,0.9267142857142856,87.49679177462684,54.513888888888886,128,2,0,0,244.4,23.47926199261993,267.8792619926199,-2898.0,-154.46,-3052.46,55,69,57,53,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,28,-1,0.924,95.71921747980473,68.05555555555556,54,7,0,0,221.7,23.47926199261993,245.17926199261996,-1110.0,-163.32999999999998,-1273.3300000000002,55,60,53,59,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,29,-1,0.9212857142857144,150.92369297948417,45.83333333333333,16,4,0,0,262.3,23.47926199261993,285.7792619926199,-351.0,-161.39999999999998,-512.4000000000001,64,47,56,61,60,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,30,-1,0.9185714285714286,189.05574227468705,37.15277777777778,0,0,0,0,276.6,23.47926199261993,300.0792619926199,33.0,-164.61,-131.61,53,57,59,58,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,31,-1,0.9158571428571428,132.75272959511543,98.61111111111111,0,0,0,0,242.9,23.47926199261993,266.37926199261994,561.0,-159.89,401.11,63,58,47,59,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,32,-1,0.9131428571428571,265.61829017819105,4.861111111111112,0,0,71,15,275.5,23.47926199261993,298.9792619926199,-1240.0,-146.81,-1386.8100000000002,79,43,62,51,53,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,33,-1,0.9104285714285714,140.39798971709686,67.70833333333334,4,3,0,0,286.0,23.47926199261993,309.4792619926199,114.0,-153.52999999999997,-39.53000000000003,76,46,55,50,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,34,-1,0.9077142857142856,88.05209551243337,41.31944444444444,109,9,0,0,231.4,23.47926199261993,254.87926199261997,-2706.0,-148.04,-2854.04,66,60,55,59,48,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,35,-1,0.905,59.91324640580851,13.88888888888889,218,8,0,0,219.7,23.47926199261993,243.17926199261996,-5490.0,-153.36999999999998,-5643.369999999999,54,66,67,48,53,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,36,-1,0.9022857142857142,113.489737228229,46.52777777777778,58,10,0,0,250.8,23.47926199261993,274.2792619926199,-1419.0,-146.49,-1565.49,61,71,57,50,49,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,37,-1,0.8995714285714286,200.55615415536116,25.34722222222222,0,0,0,0,246.4,23.47926199261993,269.8792619926199,-69.0,-150.49,-219.49,69,57,52,57,53,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,38,-1,0.8968571428571429,160.08381134786032,74.65277777777779,0,0,0,0,267.5,23.47926199261993,290.9792619926199,357.0,-137.25,219.75,73,66,52,56,41,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,39,-1,0.8941428571428571,187.1227111824854,33.33333333333333,0,0,0,0,294.1,23.47926199261993,317.57926199261993,0.0,-140.69,-140.69000000000003,74,66,51,48,49,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,40,-1,0.8914285714285715,89.4903488895823,32.29166666666667,122,11,0,0,299.2,23.47926199261993,322.6792619926199,-3099.0,-159.31,-3258.3099999999995,57,62,55,55,59,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,41,-1,0.8887142857142857,147.47550187155755,84.72222222222221,6,2,0,0,296.0,23.47926199261993,319.4792619926199,273.0,-148.23000000000002,124.76999999999995,77,54,47,55,55,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,42,-1,0.886,85.9648045806936,51.04166666666666,72,18,0,0,265.3,23.47926199261993,288.7792619926199,-1782.0,-146.36,-1928.36,77,49,57,53,52,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,43,-1,0.8832857142857142,93.22255244639048,61.458333333333336,75,6,0,0,247.1,23.47926199261993,270.57926199261993,-1665.0,-155.86,-1820.86,69,41,62,62,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,44,-1,0.8805714285714286,86.73183225274664,52.77777777777778,112,5,0,0,261.9,23.47926199261993,285.3792619926199,-2592.0,-147.57999999999998,-2739.5800000000004,64,72,52,46,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,45,-1,0.8778571428571429,104.44811898588225,67.70833333333334,61,9,0,0,282.0,23.47926199261993,305.4792619926199,-1263.0,-161.48,-1424.48,57,62,49,60,60,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,46,-1,0.8751428571428571,263.462421406171,0.0,0,0,71,7,245.8,23.47926199261993,269.2792619926199,-1282.0,-151.76999999999998,-1433.77,67,68,41,55,57,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,47,-1,0.8724285714285714,83.71734344778014,57.638888888888886,75,7,0,0,278.5,23.47926199261993,301.9792619926199,-1731.0,-159.89999999999998,-1890.9,58,64,45,63,58,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,48,-1,0.8697142857142857,145.52920538669818,82.29166666666666,4,1,0,0,288.6,23.47926199261993,312.07926199261993,309.0,-150.92,158.07999999999998,60,60,54,70,44,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,49,-1,0.867,97.60348531409836,63.54166666666666,87,5,0,0,273.6,23.47926199261993,297.07926199261993,-1881.0,-147.13,-2028.13,60,66,59,58,45,dqn_penalty_sweep_coeff_0_1_seed42.csv
eval,0.1,49,0,0.0,103.40747931896348,74.30555555555556,25,5,0,0,284.8,23.47926199261993,308.2792619926199,-381.0,-181.02,-562.0200000000001,47,73,40,38,90,dqn_penalty_sweep_coeff_0_1_seed42.csv
eval,0.1,49,1,0.0,121.0663159534065,70.83333333333334,44,4,0,0,356.5,23.47926199261993,379.9792619926199,-813.0,-156.25,-969.25,82,74,16,35,81,dqn_penalty_sweep_coeff_0_1_seed42.csv
eval,0.1,49,2,0.0,86.8162241749113,30.20833333333333,131,14,0,0,217.8,23.47926199261993,241.27926199261992,-3318.0,-135.18,-3453.1800000000003,57,120,33,24,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,50,-1,0.8642857142857143,179.90589845986088,41.31944444444444,0,0,0,0,237.6,23.47926199261993,261.0792619926199,48.0,-142.54,-94.54,74,62,53,49,50,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,51,-1,0.8615714285714285,105.37826069047398,75.34722222222221,40,3,0,0,286.90000000000003,23.47926199261993,310.37926199261994,-672.0,-161.07,-833.0699999999999,39,74,70,50,55,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,52,-1,0.8588571428571429,158.36129681787486,85.76388888888889,0,0,0,0,292.29999999999995,23.47926199261993,315.77926199261987,453.0,-162.36999999999998,290.63,69,41,51,66,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,53,-1,0.8561428571428571,192.86971453916556,39.23611111111111,0,0,0,0,251.4,23.47926199261993,274.87926199261994,51.0,-145.06,-94.06,75,61,50,48,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,54,-1,0.8534285714285714,93.39153664946724,50.0,105,9,0,0,271.2,23.47926199261993,294.6792619926199,-2460.0,-147.21,-2607.21,69,65,50,51,53,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,55,-1,0.8507142857142858,164.62241227478322,46.18055555555556,1,1,0,0,256.40000000000003,23.47926199261993,279.87926199261994,48.0,-139.84,-91.84,73,66,55,46,48,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,56,-1,0.848,84.18324542676936,54.16666666666666,99,9,0,0,318.7,23.47926199261993,342.1792619926199,-2295.0,-153.5,-2448.5,60,59,57,62,50,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,57,-1,0.8452857142857143,160.1813533882396,72.22222222222221,0,0,0,0,292.70000000000005,23.47926199261993,316.17926199262,336.0,-157.65999999999997,178.34000000000003,63,52,53,66,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,58,-1,0.8425714285714285,99.68840559962604,55.55555555555556,115,2,0,0,266.2,23.47926199261993,289.6792619926199,-2601.0,-142.33999999999995,-2743.34,74,56,57,55,46,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,59,-1,0.8398571428571429,173.03823398436967,46.875,12,1,0,0,233.6,23.47926199261993,257.0792619926199,-177.0,-151.04000000000002,-328.04,66,52,65,53,52,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,60,-1,0.8371428571428572,70.31312905283077,32.98611111111111,158,8,0,0,231.4,23.47926199261993,254.87926199261992,-3900.0,-152.63,-4052.63,50,73,65,49,51,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,61,-1,0.8344285714285714,139.3206468900385,92.70833333333334,3,1,0,0,276.29999999999995,23.47926199261993,299.77926199261987,423.0,-152.43,270.57000000000005,63,61,58,51,55,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,62,-1,0.8317142857142857,188.65829677785743,40.27777777777778,0,0,0,0,267.3,23.47926199261993,290.7792619926199,60.0,-160.91,-100.90999999999995,62,49,58,60,59,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,63,-1,0.829,278.7620862617617,4.513888888888888,0,0,125,1,244.3,23.47926199261993,267.7792619926199,-1999.0,-154.55999999999997,-2153.56,62,51,65,58,52,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,64,-1,0.8262857142857143,133.93636340291533,87.5,17,1,0,0,301.3,23.47926199261993,324.7792619926199,51.0,-157.32000000000002,-106.32,67,56,47,58,60,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,65,-1,0.8235714285714286,133.3652829346864,68.40277777777779,4,2,0,0,243.2,23.47926199261993,266.6792619926199,123.0,-151.26000000000002,-28.26000000000002,56,63,62,61,46,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,66,-1,0.8208571428571428,183.69961401816968,49.65277777777778,0,0,0,0,279.4,23.47926199261993,302.8792619926199,141.0,-164.46,-23.46,56,53,60,57,62,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,67,-1,0.8181428571428572,191.51466180580255,51.04166666666666,0,0,1,1,320.9,23.47926199261993,344.3792619926199,139.0,-153.91,-14.909999999999997,73,52,48,56,59,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,68,-1,0.8154285714285714,159.26107904132516,51.04166666666666,18,1,0,0,279.2,23.47926199261993,302.6792619926199,-291.0,-142.41000000000005,-433.4100000000001,75,55,61,48,49,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,69,-1,0.8127142857142857,74.4301660700421,36.11111111111111,149,8,0,0,209.2,23.47926199261993,232.67926199261996,-3657.0,-141.18,-3798.18,63,70,53,64,38,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,70,-1,0.81,195.98716521180933,45.13888888888889,0,0,12,2,258.3,23.47926199261993,281.7792619926199,-66.0,-150.44,-216.44000000000003,67,61,49,59,52,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,71,-1,0.8072857142857143,283.0008088628763,4.166666666666666,0,0,139,7,256.7,23.47926199261993,280.1792619926199,-2198.0,-139.33999999999995,-2337.34,62,69,57,66,34,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,72,-1,0.8045714285714286,176.52542327546968,50.0,0,0,0,0,342.90000000000003,23.47926199261993,366.37926199262,144.0,-169.81,-25.80999999999997,59,46,57,57,69,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,73,-1,0.8018571428571428,134.183293529512,79.51388888888889,5,3,0,0,319.29999999999995,23.47926199261993,342.77926199261987,198.0,-171.32999999999998,26.670000000000016,55,41,57,74,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,74,-1,0.7991428571428572,110.33942841090284,62.15277777777778,79,6,0,0,291.1,23.47926199261993,314.57926199261993,-1686.0,-164.93,-1850.93,52,62,52,61,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,75,-1,0.7964285714285715,211.9638630124149,19.791666666666664,0,0,0,0,305.8,23.47926199261993,329.2792619926199,-117.0,-161.37,-278.37,65,57,38,67,61,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,76,-1,0.7937142857142857,112.93792793453754,65.97222222222221,70,11,0,0,274.5,23.47926199261993,297.9792619926199,-1467.0,-143.51999999999998,-1610.52,81,55,53,43,56,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,77,-1,0.791,90.91461287364044,54.86111111111112,87,11,0,0,253.5,23.47926199261993,276.9792619926199,-2031.0,-153.04,-2184.04,68,54,49,65,52,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,78,-1,0.7882857142857143,139.80899720909778,92.70833333333334,0,0,0,0,298.6,23.47926199261993,322.07926199261993,510.0,-148.54999999999998,361.4500000000001,76,45,57,59,51,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,79,-1,0.7855714285714286,126.05263557188036,88.54166666666666,4,1,0,0,299.20000000000005,23.47926199261993,322.67926199262,339.0,-163.04,175.95999999999998,62,52,47,67,60,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,80,-1,0.7828571428571429,162.3249227804899,75.0,0,0,0,0,275.1,23.47926199261993,298.57926199261993,360.0,-148.16,211.84,77,54,49,52,56,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,81,-1,0.7801428571428571,64.38716453508333,25.34722222222222,199,5,0,0,320.6,23.47926199261993,344.07926199261993,-4893.0,-169.57999999999998,-5062.58,56,54,47,65,66,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,82,-1,0.7774285714285715,215.1631916896003,27.08333333333333,0,0,6,2,284.0,23.47926199261993,307.4792619926199,-138.0,-157.38,-295.38,68,61,39,58,62,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,83,-1,0.7747142857142857,153.46519835134995,91.31944444444444,0,0,0,0,237.0,23.47926199261993,260.4792619926199,501.0,-154.76999999999998,346.23,68,45,67,51,57,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,84,-1,0.772,114.56921075186648,73.61111111111111,44,3,0,0,299.5,23.47926199261993,322.9792619926199,-783.0,-157.91,-940.91,68,58,51,44,67,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,85,-1,0.7692857142857144,151.6831712273949,79.86111111111111,1,1,0,0,308.9,23.47926199261993,332.3792619926199,360.0,-163.45999999999998,196.54,64,57,42,59,66,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,86,-1,0.7665714285714286,232.30362615926708,24.305555555555557,0,0,48,1,249.40000000000003,23.47926199261993,272.87926199261994,-750.0,-140.78,-890.78,79,56,49,58,46,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,87,-1,0.7638571428571428,105.728521175188,55.55555555555556,101,4,0,0,252.0,23.47926199261993,275.4792619926199,-2286.0,-147.35000000000002,-2433.35,61,66,59,55,47,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,88,-1,0.7611428571428571,122.15612186149548,63.19444444444444,47,4,0,0,351.70000000000005,23.47926199261993,375.17926199262,-918.0,-152.54000000000002,-1070.54,72,49,59,50,58,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,89,-1,0.7584285714285715,200.2162486914603,32.29166666666667,0,0,0,0,334.20000000000005,23.47926199261993,357.67926199262,-9.0,-162.54000000000002,-171.54,59,61,52,50,66,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,90,-1,0.7557142857142858,112.09868094285224,92.70833333333334,9,2,0,0,321.1,23.47926199261993,344.57926199261993,270.0,-162.35,107.65000000000003,59,56,49,65,59,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,91,-1,0.753,167.63748861191675,49.30555555555556,1,1,0,0,265.8,23.47926199261993,289.2792619926199,87.0,-138.07999999999998,-51.080000000000005,78,53,63,50,44,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,92,-1,0.7502857142857143,83.70910759815739,37.15277777777778,126,9,0,0,278.1,23.47926199261993,301.57926199261993,-3126.0,-149.11999999999998,-3275.12,75,47,49,69,48,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,93,-1,0.7475714285714286,142.46177474627984,63.19444444444444,11,5,0,0,327.5,23.47926199261993,350.9792619926199,-81.0,-147.28,-228.28000000000003,71,49,63,57,48,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,94,-1,0.7448571428571429,146.55352139544843,50.34722222222222,46,3,0,0,312.8,23.47926199261993,336.2792619926199,-987.0,-164.99,-1151.9900000000002,63,43,51,72,59,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,95,-1,0.7421428571428572,86.33235778772479,45.83333333333333,144,4,0,0,296.9,23.47926199261993,320.3792619926199,-3384.0,-150.93,-3534.93,64,50,62,67,45,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,96,-1,0.7394285714285714,159.90695372023964,47.56944444444444,18,3,0,0,280.0,23.47926199261993,303.4792619926199,-336.0,-151.76,-487.7600000000001,71,56,49,56,56,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,97,-1,0.7367142857142857,198.7302246951556,37.5,0,0,6,1,295.6,23.47926199261993,319.07926199261993,-48.0,-158.14,-206.14000000000004,69,52,49,56,62,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,98,-1,0.734,166.90741571527326,65.97222222222221,0,0,0,0,333.2,23.47926199261993,356.6792619926199,282.0,-146.81,135.19,75,61,49,46,57,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,99,-1,0.7312857142857143,135.85996112318665,69.44444444444444,29,6,0,0,293.29999999999995,23.47926199261993,316.77926199261987,-477.0,-152.3,-629.3,64,61,54,55,54,dqn_penalty_sweep_coeff_0_1_seed42.csv
eval,0.1,99,0,0.0,69.1944487863497,32.29166666666667,181,4,0,0,373.5,23.47926199261993,396.9792619926199,-4395.0,-153.64999999999998,-4548.65,86,13,49,99,41,dqn_penalty_sweep_coeff_0_1_seed42.csv
eval,0.1,99,1,0.0,136.57381308466924,54.16666666666666,46,8,0,0,394.1,23.47926199261993,417.57926199261993,-978.0,-119.3,-1097.3000000000002,140,24,36,30,58,dqn_penalty_sweep_coeff_0_1_seed42.csv
eval,0.1,99,2,0.0,143.6768288320998,76.38888888888889,0,0,0,0,437.5,23.47926199261993,460.9792619926199,354.0,-114.22,239.78,149,32,23,22,62,dqn_penalty_sweep_coeff_0_1_seed42.csv
train,0.1,0,-1,1.0,192.42123171064188,30.90277777777778,0,0,0,0,273.40000000000003,23.47926199261993,296.87926199261994,-21.0,-155.36,-176.36,56,60,63,57,52,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,1,-1,0.9972857142857144,165.1298416636348,70.83333333333334,0,0,0,0,368.0,23.47926199261993,391.4792619926199,324.0,-169.46,154.54000000000002,53,52,52,69,62,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,2,-1,0.9945714285714286,81.65086821185207,41.66666666666667,131,13,0,0,300.0,23.47926199261993,323.4792619926199,-3183.0,-166.4,-3349.4,62,52,49,57,68,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,3,-1,0.9918571428571428,152.827567556001,37.5,42,2,0,0,266.5,23.47926199261993,289.9792619926199,-1002.0,-156.72,-1158.72,63,56,53,60,56,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,4,-1,0.9891428571428572,241.67042422239624,17.36111111111111,0,0,23,9,260.4,23.47926199261993,283.8792619926199,-460.0,-148.95999999999998,-608.96,70,57,53,56,52,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,5,-1,0.9864285714285714,185.16100615370507,46.52777777777778,0,0,0,0,269.6,23.47926199261993,293.07926199261993,114.0,-155.72,-41.72,60,64,44,68,52,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,6,-1,0.9837142857142858,139.37608226558828,55.90277777777778,39,4,0,0,270.3,23.47926199261993,293.7792619926199,-810.0,-152.58999999999995,-962.59,63,63,47,64,51,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,7,-1,0.981,91.77423219529958,43.75,92,11,0,0,242.2,23.47926199261993,265.67926199262,-2295.0,-141.57999999999998,-2436.58,66,72,54,50,46,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,8,-1,0.9782857142857144,181.52967816079385,55.55555555555556,0,0,0,0,261.2,23.47926199261993,284.6792619926199,192.0,-145.96,46.03999999999999,67,61,51,65,44,dqn_penalty_sweep_coeff_0_1_seed43.csv
train,0.1,9,-1,0.9755714285714284,211.5719668953749,51.04166666666666,0,0,55,2,248.2,23.47926199261993,271.6792619926199,-617.0,-155.05,-772.0500000000001,52,61,68,58,49,dqn_penalty_sweep_coeff_0_1_seed43.csv
