phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.25,0,-1,1.0,183.1870756028818,35.06944444444444,0,0,0,0,249.8,23.47926199261993,273.2792619926199,116.0,-407.59999999999997,-291.5999999999999,15,57,110,78,28
train,0.25,1,-1,0.9936666666666667,192.82956504397507,30.208333333333332,0,0,0,0,246.2,23.47926199261993,269.6792619926199,60.0,-395.25,-335.25,19,63,103,77,26
train,0.25,2,-1,0.9873333333333333,191.77498055252363,48.26388888888889,0,0,3,2,223.1,23.47926199261993,246.57926199261993,226.0,-364.94999999999993,-138.95000000000005,18,70,116,70,14
train,0.25,3,-1,0.981,86.92566387474264,43.40277777777778,128,12,0,0,226.7,23.47926199261993,250.17926199261993,-6165.0,-400.54999999999995,-6565.549999999999,15,62,108,77,26
train,0.25,4,-1,0.9746666666666667,163.7735527352994,26.041666666666668,42,2,0,0,223.9,23.47926199261993,247.37926199261994,-2076.0,-369.57499999999993,-2445.5750000000003,10,81,114,68,15
train,0.25,5,-1,0.9683333333333334,251.48500755572968,12.152777777777777,0,0,48,14,206.7,23.47926199261993,230.17926199261993,-820.0,-364.12499999999994,-1184.125,13,84,112,62,17
train,0.25,6,-1,0.962,196.25111032037188,30.90277777777778,0,0,0,0,225.8,23.47926199261993,249.27926199261995,68.0,-374.47499999999997,-306.475,16,68,113,76,15
train,0.25,7,-1,0.9556666666666667,147.83487867199963,63.19444444444444,28,3,0,0,209.4,23.47926199261993,232.87926199261994,-962.0,-355.725,-1317.725,17,87,108,59,17
train,0.25,8,-1,0.9493333333333334,91.30809268503779,38.54166666666667,95,9,0,0,216.2,23.47926199261993,239.67926199261993,-4712.0,-371.125,-5083.125,22,68,105,76,17
train,0.25,9,-1,0.9430000000000001,187.80224760523816,45.13888888888889,0,0,0,0,207.29999999999998,23.47926199261993,230.77926199261992,232.0,-355.475,-123.475,16,78,116,67,11
train,0.25,10,-1,0.9366666666666666,232.3536035149256,34.72222222222222,0,0,79,4,222.7,23.47926199261993,246.17926199261993,-994.0,-349.74999999999994,-1343.75,19,84,111,60,14
train,0.25,11,-1,0.9303333333333333,102.03208192516304,60.06944444444444,82,9,0,0,213.39999999999998,23.47926199261993,236.87926199261992,-3689.0,-371.44999999999993,-4060.45,11,71,124,68,14
train,0.25,12,-1,0.924,161.92558051260508,81.59722222222221,0,0,0,0,189.99999999999997,23.47926199261993,213.4792619926199,652.0,-327.67499999999995,324.325,31,85,103,58,11
train,0.25,13,-1,0.9176666666666666,96.7470357428425,56.94444444444444,81,10,0,0,189.29999999999998,23.47926199261993,212.77926199261992,-3715.0,-330.725,-4045.7250000000004,21,91,112,55,9
train,0.25,14,-1,0.9113333333333333,181.52262178549395,42.36111111111111,0,0,0,0,220.89999999999998,23.47926199261993,244.37926199261992,200.0,-358.04999999999995,-158.04999999999995,26,80,94,70,18
train,0.25,15,-1,0.905,105.01538765324966,78.125,35,4,0,0,214.4,23.47926199261993,237.87926199261994,-1187.0,-353.3499999999999,-1540.3499999999997,20,80,110,64,14
train,0.25,16,-1,0.8986666666666667,154.33914965060544,74.65277777777779,0,0,0,0,227.9,23.47926199261993,251.37926199261994,560.0,-376.57499999999993,183.425,15,76,106,72,19
train,0.25,17,-1,0.8923333333333333,106.1743242981542,70.13888888888889,52,4,0,0,186.79999999999998,23.47926199261993,210.27926199261992,-2094.0,-355.85,-2449.85,14,95,104,57,18
train,0.25,18,-1,0.886,98.43198084308841,61.80555555555556,85,8,0,0,176.5,23.47926199261993,199.97926199261994,-3816.0,-311.65,-4127.65,19,107,112,44,6
train,0.25,19,-1,0.8796666666666667,120.33468712084758,39.93055555555556,82,7,1,1,223.0,23.47926199261993,246.47926199261994,-3938.0,-351.875,-4289.874999999999,13,91,114,55,15
train,0.25,20,-1,0.8733333333333333,125.11333855738488,65.625,43,3,0,0,188.1,23.47926199261993,211.57926199261993,-1717.0,-303.57499999999993,-2020.5749999999994,35,97,99,50,7
train,0.25,21,-1,0.867,211.30319552240266,38.19444444444444,0,0,26,1,214.2,23.47926199261993,237.67926199261993,-212.0,-357.19999999999993,-569.2,15,85,106,70,12
train,0.25,22,-1,0.8606666666666667,128.65021568315152,95.13888888888889,3,1,0,0,171.7,23.47926199261993,195.17926199261993,649.0,-314.5,334.5,26,102,101,51,8
train,0.25,23,-1,0.8543333333333334,110.22662401713677,29.86111111111111,112,7,0,0,201.39999999999998,23.47926199261993,224.87926199261992,-5525.0,-307.575,-5832.574999999999,30,108,95,44,11
train,0.25,24,-1,0.848,92.93617034199374,62.5,63,10,0,0,199.7,23.47926199261993,223.17926199261993,-2790.0,-342.5,-3132.5,18,96,107,51,16
