phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,0,-1,1.0,208.15558052482552,29.166666666666668,0,0,0,0,1640.8,23.47926199261993,1664.27926199262,-324.0,-164.07999999999998,-488.0799999999999,61,52,53,58,64
train,0.1,1,-1,0.9982,101.5703798956714,58.68055555555556,65,11,0,0,1482.8999999999999,23.47926199261993,1506.3792619926198,-1392.0,-148.29,-1540.2900000000002,63,67,52,57,49
train,0.1,2,-1,0.9964,109.49656084466129,80.90277777777779,10,3,0,0,1621.1,23.47926199261993,1644.5792619926199,-192.0,-162.11,-354.11000000000007,62,57,54,48,67
train,0.1,3,-1,0.9946,115.3479074674851,75.0,35,4,0,0,1612.3,23.47926199261993,1635.77926199262,-615.0,-161.23,-776.2300000000001,42,66,68,61,51
train,0.1,4,-1,0.9928,85.92646233153694,56.59722222222222,63,13,0,0,1651.1,23.47926199261993,1674.5792619926199,-1407.0,-165.10999999999999,-1572.1100000000001,55,49,69,52,63
train,0.1,5,-1,0.991,95.71193030121889,36.80555555555556,127,9,0,0,1632.8,23.47926199261993,1656.27926199262,-2655.0,-163.28,-2818.2799999999997,56,47,71,54,60
train,0.1,6,-1,0.9892,102.63092644883416,45.13888888888889,102,8,0,0,1704.1999999999998,23.47926199261993,1727.6792619926198,-2103.0,-170.42000000000002,-2273.42,53,50,59,60,66
train,0.1,7,-1,0.9874,118.3916095562419,98.26388888888889,0,0,0,0,1562.8999999999999,23.47926199261993,1586.3792619926198,258.0,-156.29,101.71000000000001,50,61,69,59,49
train,0.1,8,-1,0.9856,279.9409200882744,12.847222222222221,0,0,155,2,1507.1,23.47926199261993,1530.5792619926199,-1705.0,-150.70999999999998,-1855.71,51,69,62,63,43
train,0.1,9,-1,0.9838,99.5386664683678,64.58333333333334,71,5,0,0,1719.0,23.47926199261993,1742.47926199262,-1389.0,-171.89999999999998,-1560.9,54,50,65,45,74
train,0.1,10,-1,0.982,122.00653254809575,38.19444444444444,66,6,0,0,1559.1,23.47926199261993,1582.5792619926199,-1536.0,-155.91,-1691.91,51,71,61,50,55
train,0.1,11,-1,0.9802,152.81346242969315,67.01388888888889,4,3,0,0,1566.6999999999998,23.47926199261993,1590.1792619926198,-96.0,-156.67,-252.67000000000002,68,46,62,53,59
train,0.1,12,-1,0.9784,80.16283121973551,35.41666666666667,142,14,0,0,1684.8,23.47926199261993,1708.27926199262,-2955.0,-168.48,-3123.4800000000005,56,49,56,63,64
train,0.1,13,-1,0.9766,185.28710408985464,45.13888888888889,0,0,0,0,1559.3999999999999,23.47926199261993,1582.8792619926198,-186.0,-155.94,-341.94000000000005,59,59,58,58,54
train,0.1,14,-1,0.9748,142.17253968135867,57.638888888888886,38,6,0,0,1602.0,23.47926199261993,1625.47926199262,-822.0,-160.2,-982.2000000000002,57,60,50,65,56
train,0.1,15,-1,0.973,204.05892265478644,36.45833333333333,0,0,1,1,1530.1,23.47926199261993,1553.5792619926199,-269.0,-153.01,-422.00999999999993,62,57,55,65,49
train,0.1,16,-1,0.9712,258.7236527528382,1.3888888888888888,0,0,71,5,1565.6999999999998,23.47926199261993,1589.1792619926198,-1132.0,-156.57,-1288.5700000000002,64,47,61,63,53
train,0.1,17,-1,0.9694,70.8449219603195,25.0,175,14,0,0,1678.0,23.47926199261993,1701.47926199262,-3633.0,-167.8,-3800.7999999999997,53,54,58,59,64
train,0.1,18,-1,0.9676,107.48407804010907,62.5,43,7,0,0,1639.8,23.47926199261993,1663.27926199262,-924.0,-163.98,-1087.98,61,49,55,61,62
