phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,0,-1,1.0,141.97179556381104,88.54166666666666,0,0,0,0,1481.3,23.47926199261993,1504.77926199262,183.0,-148.13,34.870000000000005,65,63,54,57,49
train,0.1,1,-1,0.9982,175.05478424418672,56.94444444444444,0,0,0,0,1543.6,23.47926199261993,1567.0792619926199,-93.0,-154.36,-247.35999999999999,56,58,70,52,52
train,0.1,2,-1,0.9964,105.15417091941181,48.95833333333333,99,6,0,0,1621.8,23.47926199261993,1645.27926199262,-2016.0,-162.18,-2178.18,59,60,55,48,66
train,0.1,3,-1,0.9946,93.2101765806357,24.65277777777778,160,3,0,0,1636.6,23.47926199261993,1660.0792619926199,-3264.0,-163.66,-3427.66,60,53,59,50,66
train,0.1,4,-1,0.9928,125.86194599695288,84.375,15,3,0,0,1722.7,23.47926199261993,1746.17926199262,-165.0,-172.26999999999998,-337.27000000000004,48,51,59,67,63
train,0.1,5,-1,0.991,138.31411920897733,97.22222222222221,0,0,0,0,1658.8000000000002,23.47926199261993,1682.2792619926201,264.0,-165.88,98.12,59,59,47,55,68
train,0.1,6,-1,0.9892,202.18915449520944,33.68055555555556,0,0,9,1,1627.1,23.47926199261993,1650.5792619926199,-357.0,-162.70999999999998,-519.71,53,56,57,67,55
train,0.1,7,-1,0.9874,133.5064609833054,65.27777777777779,32,3,0,0,1559.1,23.47926199261993,1582.5792619926199,-633.0,-155.91,-788.9100000000002,68,54,51,56,59
train,0.1,8,-1,0.9856,84.87473411500653,48.61111111111111,108,10,0,0,1560.6,23.47926199261993,1584.0792619926199,-2220.0,-156.06,-2376.06,56,67,59,48,58
train,0.1,9,-1,0.9838,123.76024061057176,95.83333333333334,1,1,0,0,1649.3999999999999,23.47926199261993,1672.8792619926198,201.0,-164.94,36.05999999999999,58,57,53,54,66
train,0.1,10,-1,0.982,176.86980026225493,47.56944444444444,0,0,0,0,1595.3999999999999,23.47926199261993,1618.8792619926198,-165.0,-159.54000000000002,-324.53999999999996,54,60,64,52,58
train,0.1,11,-1,0.9802,260.760956303467,2.430555555555556,0,0,2,1,1609.6999999999998,23.47926199261993,1633.1792619926198,-571.0,-160.96999999999997,-731.97,60,57,53,57,61
train,0.1,12,-1,0.9784,117.04399725299426,92.01388888888889,4,2,0,0,1668.6,23.47926199261993,1692.0792619926199,90.0,-166.85999999999999,-76.86000000000001,59,52,52,59,66
train,0.1,13,-1,0.9766,135.37062630526148,75.0,31,3,0,0,1561.3999999999999,23.47926199261993,1584.8792619926198,-504.0,-156.14,-660.14,60,57,65,48,58
