phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,source
train,0.4,0,-1,1.0,173.05895060288174,42.70833333333333,0,0,0,0,252.8,23.47926199261993,276.2792619926199,81.0,-607.76,-526.76,52,72,69,41,54,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,1,-1,0.9972857142857144,185.4193219884196,42.36111111111111,0,0,0,0,281.5,23.47926199261993,304.9792619926199,78.0,-678.4399999999999,-600.4399999999999,49,57,52,69,61,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,2,-1,0.9945714285714286,168.32081388585695,66.66666666666666,0,0,0,0,303.9,23.47926199261993,327.3792619926199,288.0,-559.56,-271.55999999999995,81,56,52,50,49,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,3,-1,0.9918571428571428,85.6014818518364,43.40277777777778,136,10,0,0,262.1,23.47926199261993,285.5792619926199,-3258.0,-623.4000000000001,-3881.4,56,67,51,61,53,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,4,-1,0.9891428571428572,150.0665730559977,42.01388888888889,46,2,0,0,289.4,23.47926199261993,312.8792619926199,-1056.0,-650.8,-1706.8000000000002,48,67,57,58,58,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,5,-1,0.9864285714285714,226.1504589446186,22.569444444444446,0,0,9,1,272.7,23.47926199261993,296.1792619926199,-219.0,-613.56,-832.56,57,58,62,64,47,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,6,-1,0.9837142857142858,198.9344436537052,33.68055555555556,0,0,0,0,258.4,23.47926199261993,281.8792619926199,3.0,-622.96,-619.96,64,62,47,57,58,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,7,-1,0.981,137.2170724540215,61.458333333333336,35,3,0,0,263.2,23.47926199261993,286.6792619926199,-657.0,-649.48,-1306.48,58,59,50,60,61,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,8,-1,0.9782857142857144,87.66868115878441,34.375,116,12,0,0,267.6,23.47926199261993,291.07926199261993,-2964.0,-652.8,-3616.8,55,54,69,46,64,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,9,-1,0.9755714285714284,186.3607545496828,50.69444444444444,0,0,0,0,242.7,23.47926199261993,266.1792619926199,150.0,-576.16,-426.16,65,60,72,43,48,dqn_penalty_sweep_coeff_0_4_seed42.csv
train,0.4,10,-1,0.9728571428571428,212.19661967315267,49.65277777777778,0,0,55,2,276.6,23.47926199261993,300.07926199261993,-629.0,-666.8,-1295.8000000000002,52,43,73,62,58,dqn_penalty_sweep_coeff_0_4_seed42.csv
